0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
-0.040372625,-0.19883443,0.26188093,-0.0094804615,-0.0162063,-0.06944468,0.044053864,0.015701793,-0.018822117,0.06893206,-0.014414785,-0.016779702,-0.057240043,0.021147897,0.058175232,-0.23300028,0.06192285,0.20663342,0.058981154,0.033156097,-0.027524043,0.00791054,0.048325405,-0.03454352,0.03480298,0.051479597,-0.039488815,0.015137382,0.07699133,-0.03030004,0.037118435,-0.036234524
-0.049592867,-0.1379271,0.06086288,0.03709664,-0.033024274,-0.0230034,-0.026392842,-0.024955308,0.035583355,0.04079757,-0.019048389,0.04162959,-0.025953054,-0.024265457,0.05795738,-0.031776767,0.049872737,0.034567025,0.056223202,0.016837558,-0.059064943,-0.017337222,0.04064888,0.033589248,0.041364096,0.041792776,-0.016594753,0.018581118,0.021050166,0.024012106,0.015976742,-0.019230463
-0.056219164,-0.29949644,0.07260306,0.027574511,-0.027490912,-0.034136306,-0.0052718557,-0.030512694,-0.009623012,0.052220523,-0.020042153,0.051127303,-0.036325958,-0.04601336,0.04749762,-0.07347532,0.046202574,0.036650766,0.061645877,-0.014331879,-0.02814371,-0.020519242,0.030395906,0.025134856,0.031079948,0.037404563,-0.03748286,0.023391984,0.02539006,-0.022935001,0.044842895,-0.03627199
-0.024720822,-0.23316404,0.29763702,-0.015004917,-0.032578677,-0.03018462,0.024281533,0.020599874,-0.021538837,0.057738435,-0.02876073,-0.01527129,-0.03819831,0.012077649,0.03671643,-0.13142872,0.04800506,0.10968401,0.05256577,0.00768139,-0.022173597,0.010561302,0.019162176,-0.019376658,0.01483746,0.05942381,-0.04326195,0.116957515,0.044323754,-0.03782663,0.047292367,-0.01515302
-0.030658772,-0.12715009,0.1952439,-0.004252073,-0.04971521,0.0034344408,0.0229772,0.026963081,-0.031634446,0.025217684,0.014781712,-0.037037242,-0.038451307,0.03338596,0.018715465,-0.16509722,0.123100646,0.00062259973,0.05250088,0.039273385,0.009272617,0.028832896,0.057542384,-0.030461054,-0.010657165,0.011465879,0.017176041,0.17785887,-0.013814425,-0.010827517,0.018157896,0.013559716
-0.039659917,-0.2687328,-0.16127595,0.039149724,0.031270858,0.10651354,0.008725942,0.041234646,-0.074593216,0.124828115,0.058783926,0.015838232,-0.013174772,0.052363455,0.07698285,-0.3352769,0.1309057,0.16304067,0.0916902,-0.047811445,0.031312693,0.15420882,-0.01066445,-0.05709108,-0.006097573,0.07238817,0.029001756,-0.020914132,-0.056964725,0.010694492,0.0034861858,0.032360263
-0.06427683,-0.24778669,0.17647251,-0.0076981573,-0.052285764,0.0017299708,0.025709677,0.021487078,-0.014520746,0.16758317,-0.024372531,-0.005980328,-0.13486202,0.009458833,0.07487531,-0.14093459,0.08435879,0.12836923,0.09768084,0.037279986,-0.027238145,0.024118092,0.024567632,-0.017706376,0.020968659,0.03179198,-0.06443203,-0.0055777067,0.026642743,-0.020115992,0.07530157,-0.037291717
-0.006230076,0.021781454,-0.015271421,-0.011046774,-0.03768747,0.021169588,0.013979382,0.017890168,-0.037879936,-0.027412912,0.012013596,-0.03237914,0.016315715,0.021724423,0.026590617,0.033229742,-0.12176968,-0.007622521,-0.15559743,-0.0038028874,-0.03421113,0.008884653,-0.012634377,-0.0484821,-0.002984024,-0.0050901147,0.026529288,-0.03204443,-0.046418108,-0.016160637,-0.015173221,-0.0040183514
-0.08680737,-0.22670111,0.12920405,0.011981322,-0.008506516,0.010290219,0.001941719,0.020094622,0.011256518,0.031477496,0.03665591,-0.024492312,-0.009575485,0.014248317,0.06907003,-0.09360515,0.020397171,0.026073107,0.2640609,0.026069028,-0.035282984,-0.018412838,0.032607567,-0.03132056,0.031934127,0.009939779,-0.04947998,-0.0024945822,0.016924502,-0.04219836,0.016451318,-0.041049242
-0.051918603,-0.11375241,0.054915905,0.02795992,7.213756e-05,-0.031468548,-0.03428608,-0.019307178,0.03546654,0.041744974,0.042798642,0.020716675,-0.03462696,-0.028486125,0.02940212,-0.022250663,0.078723915,0.03563659,0.094752386,0.028669553,0.017329782,-0.030194355,0.020625437,0.016438235,-0.01965561,0.023774061,-0.045403495,0.02766086,0.023667313,0.02842722,0.032110624,-0.018365843
-0.018051695,-0.2343602,0.1781651,-0.02359133,-0.025964826,0.036169875,0.010620339,-0.048959274,-0.04285333,0.061192624,-0.05127497,0.07718873,-0.020791242,0.0017967498,0.10490984,-0.04464562,0.08044515,0.049632728,0.17690505,-0.045072295,-0.003646746,0.014695428,-0.034029413,0.06339427,-0.043564532,-0.0003204063,0.01366897,0.021911655,-0.006923682,-0.018161943,0.0028657669,0.03828634
1.4581435e-05,0.006583704,0.052791346,-0.0020651214,-0.030079452,0.012519633,-0.005992115,-0.037790965,-0.022581188,0.040551312,-0.02671933,0.03415096,-0.02686765,-0.017425096,0.026773304,-0.022853134,0.030087473,0.051157717,0.04080683,-0.014615986,0.03352278,-0.004506775,-0.018324258,0.027872285,-0.032523185,0.01695199,0.019901257,0.028899027,-0.005959457,0.025640434,0.039143737,0.02327014
-0.055290394,-0.17676358,0.095341854,-0.017879913,-0.02046181,0.008895775,0.035902336,0.010812832,-0.029751899,0.056113172,-0.02528904,-0.03607043,-0.047163814,0.027512675,0.04219889,-0.09012441,0.039863285,0.05851503,0.04170859,-0.018853497,-0.032306887,0.030611333,0.038202114,-0.023061965,0.021753505,0.10976983,-0.04056095,0.06440189,-0.005781852,-0.019331742,0.024309976,-0.049550187
0.027173609,-0.036740083,0.028564176,0.047974706,0.008199294,-0.007890968,-0.012063086,-0.053503454,0.014447893,0.23646103,-0.062553056,0.02191871,-0.1369932,-0.042351905,0.027641933,-0.07443555,0.13384175,0.08291354,0.021606231,-0.009344679,0.02734913,0.030085191,-0.013578605,0.02000177,-0.031730328,-0.002516981,0.0070923995,0.036087837,-0.020717898,0.021277046,-0.02048665,0.030172443
-0.041799188,-0.13679512,0.25075,-0.034867793,-0.019069824,-0.02989775,0.026967956,0.020081284,-0.023846168,0.059027873,-0.032214075,-0.0241896,-0.031744733,0.020057159,0.04911684,-0.077379666,0.05358254,0.058665913,0.050007563,0.010897826,-0.018442236,-0.0034919863,0.017946787,-0.0131102,0.023725502,0.046621367,-0.028264448,0.10460476,0.046212066,-0.034282763,0.04555211,-0.019503037
0.0118489815,-0.024326885,0.04580942,0.0069141164,-0.03971598,-0.0069824983,0.009254404,-0.038657196,-0.0031398998,0.052660346,-0.034704123,0.04192807,-0.048460387,-0.037976798,0.03968293,-0.01319771,0.04143589,0.04586825,0.0597408,-0.02691715,0.04416355,-0.0034144714,0.0033307602,0.03494317,-0.03443466,0.01197688,0.016508901,0.030858884,0.0019250085,0.028139347,0.03720194,0.022324784
-0.00333674,-0.016692298,0.04625669,-0.008211059,-0.026852148,0.0023592901,0.007882364,-0.044670664,-0.021505993,0.044340055,-0.033429667,0.042705726,-0.025798962,-0.045964144,0.025818612,-0.039145935,0.027528431,0.057627387,0.069203466,-0.018874833,0.034495443,0.028536435,-0.006183208,0.041618727,-0.04012973,-0.00030224462,0.006742068,0.028702084,-0.008999423,0.024063477,0.049197935,0.025443643
-0.059515055,-0.20801,0.06492856,0.0125041315,-0.03942915,-0.017491145,-0.04169425,-0.042622037,0.028937068,0.052389953,-0.025421849,0.03537004,-0.02666741,-0.036370568,0.061440386,-0.049932405,0.043941494,0.032153897,0.07216503,-0.013449044,-0.040205367,-0.035480153,0.021618122,0.028678406,0.04990914,0.039316583,-0.03494833,0.03739765,0.03638357,0.025638709,0.040758405,-0.032236993
-0.02285016,-0.172127,0.16886017,-0.03245206,-0.027727064,-0.03932322,0.013631787,0.017477108,-0.017619682,0.046754785,-0.03155474,-0.03633363,-0.039666515,0.023616105,0.036425162,-0.08396392,0.039089117,0.094798096,0.026871968,0.022439644,-0.024241572,0.00791131,0.022765059,-0.020082895,0.006102322,0.033953827,-0.02584208,0.02371831,0.046300348,-0.017057335,0.039369155,-0.020100636
-0.14566244,-0.2870604,0.17948617,-0.005305787,-0.06342161,0.0038850112,0.0066571133,-0.047467582,-0.026530994,0.12182037,-0.017043656,0.063556805,-0.085947946,-0.10035091,0.07448102,-0.19155289,0.06643719,0.16402873,0.10813393,-0.0100827655,-0.021729609,0.023078764,-0.013123603,0.04706319,-0.015623536,0.13140352,-0.09914597,0.08207735,0.037869327,-0.023387235,0.0478735,0.012076738
